NAME;COUNTY;COUNTRY;LATITUDE;LONGITUDE;COMPNAME;CONNNAME;CreationDate
TEXAS GAS INTERCONNECT;GIBSON;USA;38.345888;-87.414272;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;KANAWHA;USA;38.352896;-81.558144;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;KANAWHA;USA;38.352896;-81.558144;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;RICE;USA;38.364928;-98.214144;SOUTHERN STAR CENTRAL GAS PL CO;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BOYD;USA;38.369363;-82.618443;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;KANAWHA;USA;38.380654;-81.402254;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
471101825;KANAWHA;USA;38.380654;-81.402254;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BOYD;USA;38.38189;-82.712192;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
471101160;BOYD;USA;38.38189;-82.712192;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BARTON;USA;38.384658;-98.640216;SOUTHERN STAR CENTRAL GAS PL CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BARTON;USA;38.384658;-98.640216;SOUTHERN STAR CENTRAL GAS PL CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BARTON;USA;38.384658;-98.640216;SOUTHERN STAR CENTRAL GAS PL CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BARTON;USA;38.384658;-98.640216;SOUTHERN STAR CENTRAL GAS PL CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;KANAWHA;USA;38.393016;-81.332834;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
471101875;KANAWHA;USA;38.393016;-81.332834;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
WILLIAMS NATURAL GAS PRINCETON - WI;FRANKLIN;USA;38.428225;-95.277349;PANHANDLE EASTERN P L CO;WILLIAMS GAS PIPELINES CENTRAL INC;2022/01/08 17:00:16+00
NOT AVAILABLE;FRANKLIN;USA;38.428225;-95.277349;PANHANDLE EASTERN P L CO;SOUTHERN STAR CENTRAL GAS PL CO;2022/01/08 17:00:16+00
NOT AVAILABLE;FRANKLIN;USA;38.428225;-95.277349;SOUTHERN STAR CENTRAL GAS PL CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;DUBOIS;USA;38.499017;-86.695901;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
FRENCH LICK;DUBOIS;USA;38.49903;-86.695891;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BARTON;USA;38.504082;-98.864194;SOUTHERN STAR CENTRAL GAS PL CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BARTON;USA;38.504082;-98.864194;SOUTHERN STAR CENTRAL GAS PL CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
SHATTUC;CLINTON;USA;38.595854;-89.202237;MISSISSIPPI RIVER TRANS CORP;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
ENABLEMR/NGPL  CLINTON;CLINTON;USA;38.596596;-89.215312;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENUP;USA;38.605081;-82.910634;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
501100025;GREENUP;USA;38.605081;-82.910634;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
KN MIAMI TO PEPL REC;MIAMI;USA;38.606341;-94.68055;PANHANDLE EASTERN P L CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
SINGING GRASS;CHEYENNE;USA;38.6304;-102.748992;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;ORANGE;USA;38.633317;-86.420378;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;CLAY;USA;38.635448;-88.576194;MISSISSIPPI RIVER TRANS CORP;TRUNKLINE GAS CO;2022/01/08 17:00:16+00
FLORA;CLAY;USA;38.635448;-88.576194;TRUNKLINE GAS CO;MISS;2022/01/08 17:00:16+00
NOT AVAILABLE;ELLSWORTH;USA;38.642642;-98.216645;SOUTHERN STAR CENTRAL GAS PL CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SCIOTO;USA;38.653766;-82.855639;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SCIOTO;USA;38.653766;-82.855639;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SCIOTO;USA;38.653766;-82.855639;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
BICKNELL;KNOX;USA;38.725219;-87.30654;MIDWESTERN GAS TRANS CO;TEXAS GAS TRANSMISSION CO;2022/01/08 17:00:16+00
NOKESVILLE;PRINCE WILLIAM;USA;38.763703;-77.548898;DOMINION TRANSMISSION CO;DOMINION TRANSMISSION CO;2022/01/08 17:00:16+00
NOT AVAILABLE;JOHNSON;USA;38.784167;-93.555027;SOUTHERN STAR CENTRAL GAS PL CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;JOHNSON;USA;38.784167;-93.555027;SOUTHERN STAR CENTRAL GAS PL CO;PANHANDLE EASTERN P L CO;2022/01/08 17:00:16+00
PLEASANT VALLEY OUT;FAIRFAX;USA;38.833043;-77.471939;COVE POINT LNG LP;TRAN;2022/01/08 17:00:16+00
NOT AVAILABLE;FAIRFAX;USA;38.833043;-77.471939;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CAMPBELL;USA;38.856989;-84.325703;UNION LIGHT HEAT AND POWER;CGTC;2022/01/08 17:00:16+00
NOT AVAILABLE;JACKSON;USA;38.96352;-86.16368;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;FAIRFAX;USA;38.974538;-77.324712;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
WASHINGTON GAS LIGHT CO;FAIRFAX;USA;38.974538;-77.324712;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
TESCOTT PONY EXPRESS;LINCOLN;USA;38.985779;-97.94681;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
CNG LOUDOUN OUT;LOUDOUN;USA;38.99456;-77.583488;COVE POINT LNG LP;DOMI;2022/01/08 17:00:16+00
LOUDOUN;LOUDOUN;USA;38.99456;-77.583488;COVE POINT LNG LP;NOT AVAILABLE;2022/01/08 17:00:16+00
LOUDOUN;LOUDOUN;USA;38.99456;-77.583488;COVE POINT LNG LP;CGTC;2022/01/08 17:00:16+00
TCO LOUDOUN OUT;LOUDOUN;USA;38.99456;-77.583488;COVE POINT LNG LP;CGTC;2022/01/08 17:00:16+00
LOUDOUN;LOUDOUN;USA;38.99456;-77.583488;DOMINION TRANSMISSION CO;DOMINION TRANSMISSION CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MONTGOMERY;USA;39.130503;-77.118705;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;BALTIMORE;USA;39.408475;-76.782909;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;THOMAS;USA;39.489568;-100.932864;KM INTERSTATE GAS CO;SOUTHERN STAR CENTRAL GAS PL CO;2022/01/08 17:00:16+00
NOT AVAILABLE;THOMAS;USA;39.489568;-100.932864;KM INTERSTATE GAS CO;WILLIAMS GAS PIPELINES CENTRAL INC;2022/01/08 17:00:16+00
NOT AVAILABLE;BALTIMORE;USA;39.495365;-76.671229;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;CLINTON;USA;39.501936;-83.882248;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
FALLEN TIMBER;WETZEL;USA;39.522725;-80.56683;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;WARREN;USA;39.532032;-84.279808;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;WARREN;USA;39.532032;-84.279808;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;WARREN;USA;39.532032;-84.279808;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;WARREN;USA;39.532032;-84.279808;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;WARREN;USA;39.532032;-84.279808;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;FAYETTE;USA;39.56569;-83.506194;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;FAYETTE;USA;39.586304;-83.387832;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;PICKAWAY;USA;39.609301;-83.21595;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;FAIRFIELD;USA;39.683333;-82.630589;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;FAIRFIELD;USA;39.683333;-82.630589;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;FAIRFIELD;USA;39.689457;-82.596216;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
FIRST CREEK (PSCO-NEW AIRPORT);ARAPAHOE;USA;39.724905;-104.695382;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NGPL -HAMMOND RECEIVED;MOULTRIE;USA;39.78464;-88.622944;PANHANDLE EASTERN P L CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
PEPL/NGPL  MOULTRIE;MOULTRIE;USA;39.787466;-88.606773;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
EASTERN HOCKESSIN;NEW CASTLE;USA;39.796302;-75.710692;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
HOCKESSIN;NEW CASTLE;USA;39.796501;-75.710731;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MONROE;USA;39.798161;-80.987054;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TRUNKLINE TO PEPL - BOURBON;DOUGLAS;USA;39.811299;-88.4268;PANHANDLE EASTERN P L CO;TRUNKLINE GAS CO;2022/01/08 17:00:16+00
PEPL@BOURBON - TGC;DOUGLAS;USA;39.811299;-88.4268;TRUNKLINE GAS CO;PEPL;2022/01/08 17:00:16+00
SAND SPRING;RIO BLANCO;USA;39.826348;-108.747661;COLORADO INTERSTATE GAS;NWST;2022/01/08 17:00:16+00
SAND SPRING;RIO BLANCO;USA;39.826348;-108.747661;COLORADO INTERSTATE GAS;NWST;2022/01/08 17:00:16+00
LITTLE HORSE RECEIPT;RIO BLANCO;USA;39.826348;-108.744898;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
SAND SPRINGS;RIO BLANCO;USA;39.82636;-108.747654;NORTHWEST PIPELINE CORP;CIGG;2022/01/08 17:00:16+00
RHINEHART (TO TCO);GREENE;USA;39.831472;-80.168688;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
RHINEHART (FROM TCO);GREENE;USA;39.831472;-80.168688;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;MARSHALL;USA;39.841738;-80.751367;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
DRAGON TRAIL MM DEL;RIO BLANCO;USA;39.842397;-108.814512;QUESTAR P L CO;NORTHWEST PIPELINE CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;MARSHALL;USA;39.858547;-80.639933;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENE;USA;39.878095;-80.48758;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENE;USA;39.878095;-80.48758;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
PRATT EQT TO DTI;GREENE;USA;39.886266;-80.107694;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
PRATT DTI TO EQT;GREENE;USA;39.886266;-80.107694;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENE;USA;39.886319;-80.249671;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
DUDLEY BLUFFS;RIO BLANCO;USA;39.890508;-108.298574;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENE;USA;39.89056;-80.17472;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENE;USA;39.89056;-80.17472;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
CRAYNE;GREENE;USA;39.901314;-80.098708;DOMINION TRANSMISSION CO;DOMINION TRANSMISSION CO;2022/01/08 17:00:16+00
MORRIS III;GREENE;USA;39.901314;-80.098708;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
MORRIS 2;GREENE;USA;39.901314;-80.098708;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
MORRIS (TO TETCO);GREENE;USA;39.901314;-80.098708;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
MORRIS (FROM TETCO);GREENE;USA;39.901314;-80.098708;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
WAYNESBURG REC (75275);GREENE;USA;39.901314;-80.098708;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
WAYNESBURG DEL (75275);GREENE;USA;39.901314;-80.098708;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENE;USA;39.901314;-80.098708;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;GREENE;USA;39.901314;-80.098708;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
CORRAL GULCH RECEIPT;RIO BLANCO;USA;39.907015;-108.181976;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
FORT LUPTON DELIVERY;ADAMS;USA;39.916993;-104.75543;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;NOBLE;USA;39.92047;-81.345801;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
HIAWATHA (KS);BROWN;USA;39.93865;-95.533498;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BROWN;USA;39.938681;-95.533491;SOUTHERN STAR CENTRAL GAS PL CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NATURAL BUTTE;UINTAH;USA;39.984367;-109.448054;QUESTAR P L CO;COLORADO INTERSTATE GAS;2022/01/08 17:00:16+00
NOT AVAILABLE;BELMONT;USA;39.990796;-80.886348;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
501100600;GUERNSEY;USA;40.009472;-81.723648;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
ROGGEN;WELD;USA;40.010434;-104.28561;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
METER 101;UINTAH;USA;40.017444;-109.507812;COLORADO INTERSTATE GAS;QUES;2022/01/08 17:00:16+00
N.B 101 CIG DEL;UINTAH;USA;40.017444;-109.507812;QUESTAR P L CO;COLORADO INTERSTATE GAS;2022/01/08 17:00:16+00
NOT AVAILABLE;CHESTER;USA;40.024282;-75.693317;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;CHESTER;USA;40.024282;-75.693317;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
TRANSCONTINENTAL GAS INTERCONNECT;CHESTER;USA;40.024901;-75.557291;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
WHITE RIVER METER STATION;RIO BLANCO;USA;40.104962;-108.154164;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
BRUSH STATION;MORGAN;USA;40.10979;-103.80222;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;GUERNSEY;USA;40.110675;-81.619337;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;CHESTER;USA;40.126261;-75.715721;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;CHESTER;USA;40.126261;-75.715721;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;YUMA;USA;40.160757;-102.558411;SOUTHERN STAR CENTRAL GAS PL CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;YUMA;USA;40.160757;-102.558411;KM INTERSTATE GAS CO;SOUTHERN STAR CENTRAL GAS PL CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MONTGOMERY;USA;40.1692;-75.363;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
RED WASH-NPC;UINTAH;USA;40.199351;-109.297822;QUESTAR P L CO;NORTHWEST PIPELINE CORP;2022/01/08 17:00:16+00
RED WASH;UINTAH;USA;40.199351;-109.297822;NORTHWEST PIPELINE CORP;QUES;2022/01/08 17:00:16+00
RED WASH - NPC;UINTAH;USA;40.199351;-109.297822;QUESTAR P L CO;NORTHWEST PIPELINE CORP;2022/01/08 17:00:16+00
REDWASH TO QUESTAR;UINTAH;USA;40.226816;-109.217792;NORTHWEST PIPELINE CORP;QUES;2022/01/08 17:00:16+00
DELIVERY TO NORTHERN NATURAL (6 22 102.9;GAGE;USA;40.23185;-96.739412;TRAILBLAZER PIPELINE CO;NNAT;2022/01/08 17:00:16+00
DELIVERY TO NGPL (6 22 109.12);GAGE;USA;40.262955;-96.807372;TRAILBLAZER PIPELINE CO;NGPL;2022/01/08 17:00:16+00
501100675;TUSCARAWAS;USA;40.297326;-81.474921;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
POTOMAC;VERMILION;USA;40.338549;-87.864393;MIDWESTERN GAS TRANS CO;TRUNKLINE GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;VERMILION;USA;40.338549;-87.864393;MIDWESTERN GAS TRANS CO;TRUNKLINE GAS CO;2022/01/08 17:00:16+00
POTOMAC - MIDWESTERN;VERMILION;USA;40.338549;-87.864393;TRUNKLINE GAS CO;MWST;2022/01/08 17:00:16+00
NGPL TO NNG TRAIL BLAZER;JEFFERSON;USA;40.34244;-96.988833;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
TRUNKLINE TO PEPL EMERGENCEY DELIVE;VERMILION;USA;40.350775;-87.730069;PANHANDLE EASTERN P L CO;TRUNKLINE GAS CO;2022/01/08 17:00:16+00
MEWBOURN;WELD;USA;40.356492;-104.77293;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
LAMBERTVILLE;HUNTERDON;USA;40.361664;-74.940096;ALGONQUIN GAS TRANS CO;TETC;2022/01/08 17:00:16+00
NOT AVAILABLE;HUNTERDON;USA;40.361664;-74.940096;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
LEBANON LATERAL;DELAWARE;USA;40.37376;-85.561856;PANHANDLE EASTERN P L CO;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
GILCREST;WELD;USA;40.38784;-104.775168;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
BOWERSTON (TL-400);HARRISON;USA;40.41062;-81.17761;DOMINION TRANSMISSION CO;DOMINION TRANSMISSION CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WASHINGTON;USA;40.42048;-103.27586;SOUTHERN STAR CENTRAL GAS PL CO;KM INTERSTATE GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CLAY;USA;40.427555;-97.916403;KM INTERSTATE GAS CO;TRAILBLAZER PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WESTMORELAND;USA;40.430845;-79.499494;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;WESTMORELAND;USA;40.430845;-79.499494;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;BUCKS;USA;40.43265;-75.437543;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;BUCKS;USA;40.43265;-75.437543;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
STA C. MILLIGAN;FILLMORE;USA;40.454912;-97.437696;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;FILLMORE;USA;40.454912;-97.437696;KM INTERSTATE GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;FILLMORE;USA;40.454912;-97.437696;KM INTERSTATE GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SOMERSET;USA;40.49177;-74.678958;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TRANSCONTINENTAL GAS INTERCONNECT;SOMERSET;USA;40.49177;-74.678958;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
KMIGT / TPC DELIVERY (6 22 11.87);ADAMS;USA;40.492222;-98.557278;TRAILBLAZER PIPELINE CO;KNEN;2022/01/08 17:00:16+00
CENTERVILLE;SOMERSET;USA;40.53054;-74.701668;ALGONQUIN GAS TRANS CO;TRAN;2022/01/08 17:00:16+00
NOT AVAILABLE;SOMERSET;USA;40.53054;-74.701668;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NEFF LAKE;WELD;USA;40.572991;-104.781007;COLORADO INTERSTATE GAS COMPANY LLC (KINDER MORGAN);NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;UNION;USA;40.61537;-74.221599;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TRANSCONTINENTAL GAS INTERCONNECT;UNION;USA;40.61537;-74.221599;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TGP BRADFORD WOODS;ALLEGHENY;USA;40.636301;-80.105405;EQUITRANS LP;TENN;2022/01/08 17:00:16+00
BRADFORD WOODS;ALLEGHENY;USA;40.636301;-80.105405;EQUITRANS LP;NOT AVAILABLE;2022/01/08 17:00:16+00
NOT AVAILABLE;COLUMBIANA;USA;40.7299;-80.890403;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
501101025;COLUMBIANA;USA;40.7299;-80.890403;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;MORRIS;USA;40.736491;-74.404538;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;NORTHAMPTON;USA;40.771675;-75.210425;TRANSCONTINENTAL GAS P L CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;NORTHAMPTON;USA;40.771675;-75.210425;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAVER;USA;40.775936;-80.320848;COLUMBIA GAS TRANS CORP;COLUMBIA GAS TRANS CORP;2022/01/08 17:00:16+00
501101175;BEAVER;USA;40.775936;-80.320848;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAVER;USA;40.775936;-80.320848;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BEAVER;USA;40.810213;-80.362967;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
