NAME;COUNTY;COUNTRY;LATITUDE;LONGITUDE;COMPNAME;CONNNAME;CreationDate
EPNG/NGPL JAL LEA;LEA;USA;32.172307;-103.175446;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;PANOLA;USA;32.181072;-94.259574;CENTERPOINT ENERGY GAS TRANS CO;TENN;2022/01/08 17:00:16+00
NOT AVAILABLE;PANOLA;USA;32.220079;-94.219214;CENTERPOINT ENERGY GAS TRANS CO;TXGS;2022/01/08 17:00:16+00
NOT AVAILABLE;RED RIVER;USA;32.224038;-93.485081;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
KMTEJAS/NGPL BECKVILLE PANOLA;PANOLA;USA;32.228704;-94.475529;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
CASTOR STATION (FROM TET);BIENVILLE;USA;32.264739;-93.134425;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BIENVILLE;USA;32.264739;-93.134425;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
GULF SOUTH INTERCONNECT;BIENVILLE;USA;32.264739;-93.134425;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;BIENVILLE;USA;32.338432;-93.300352;CENTERPOINT ENERGY GAS TRANS CO;GFSO;2022/01/08 17:00:16+00
NOT AVAILABLE;BIENVILLE;USA;32.338432;-93.300352;CENTERPOINT ENERGY GAS TRANS CO;DOMI;2022/01/08 17:00:16+00
NOT AVAILABLE;FRANKLIN;USA;32.376294;-91.47256;CENTERPOINT ENERGY GAS TRANS CO;TENN;2022/01/08 17:00:16+00
300820875;FRANKLIN;USA;32.376295;-91.47256;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;RICHLAND;USA;32.428418;-91.529051;CENTERPOINT ENERGY GAS TRANS CO;CGUL;2022/01/08 17:00:16+00
NORAM WASKOM PLANT;HARRISON;USA;32.451403;-94.187044;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
GEORGE B. FRANKLIN;RICHLAND;USA;32.463387;-91.59833;ANR PIPELINE CO;ANR PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;RICHLAND;USA;32.463431;-91.598332;CENTERPOINT ENERGY GAS TRANS CO;ANRP;2022/01/08 17:00:16+00
NOT AVAILABLE;BOSSIER;USA;32.482176;-93.597824;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TEXAS GAS INTERCONNECT;BOSSIER;USA;32.482176;-93.597824;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
KOCH GATEWAY - RANKIN TO KOCH;RANKIN;USA;32.505616;-89.935118;SOUTHERN NATURAL GAS CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;BOSSIER;USA;32.511686;-93.529111;CENTERPOINT ENERGY GAS TRANS CO;TXGS;2022/01/08 17:00:16+00
NOT AVAILABLE;RICHLAND;USA;32.529178;-91.635816;CENTERPOINT ENERGY GAS TRANS CO;TRNK;2022/01/08 17:00:16+00
KMTEJAS/NGPL  HARRISON;HARRISON;USA;32.53564;-94.426166;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
SOUTHERN NATURAL GAS COMPANY;LEE;USA;32.544003;-85.311449;SOUTH GEORGIA NAT GAS CO;SOUTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
SOUTH GEORGIA - METER STATION;LEE;USA;32.544003;-85.311449;SOUTHERN NATURAL GAS CO;SOUTH GEORGIA  NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;32.544897;-94.031986;CENTERPOINT ENERGY GAS TRANS CO;TETC;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;32.544958;-94.032094;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;32.545003;-94.032102;CENTERPOINT ENERGY GAS TRANS CO;TETC;2022/01/08 17:00:16+00
250400975;OUACHITA;USA;32.551613;-92.195399;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.551693;-92.195495;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
X;OUACHITA;USA;32.551694;-92.195592;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.561427;-92.185328;CENTERPOINT ENERGY GAS TRANS CO;GFSO;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.561452;-92.18527;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.561482;-92.185304;CENTERPOINT ENERGY GAS TRANS CO;DOMI;2022/01/08 17:00:16+00
TGC@PERRYVILLE;RICHLAND;USA;32.575242;-91.719103;TRUNKLINE GAS CO;RELI;2022/01/08 17:00:16+00
NOT AVAILABLE;RICHLAND;USA;32.575242;-91.719103;TRUNKLINE GAS CO;ARKL;2022/01/08 17:00:16+00
CANTON (FROM TET);MADISON;USA;32.576166;-90.133118;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;RICHLAND;USA;32.579125;-91.719224;CENTERPOINT ENERGY GAS TRANS CO;TRNK;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.602184;-92.149856;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
WEST MONROE (TO TET);OUACHITA;USA;32.602184;-92.149856;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.602724;-92.126984;CENTERPOINT ENERGY GAS TRANS CO;TETC;2022/01/08 17:00:16+00
HOBBS;LEA;USA;32.605958;-103.258177;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
HARRISON;HARRISON;USA;32.633611;-94.236682;MISSISSIPPI RIVER TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
HARRISON;HARRISON;USA;32.637696;-94.408576;MISSISSIPPI RIVER TRANS CORP;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;HARRISON;USA;32.637696;-94.408576;MISSISSIPPI RIVER TRANS CORP;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
RUSTON;LINCOLN;USA;32.637764;-92.609178;MISSISSIPPI RIVER TRANS CORP;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
ENABLEMR/NGPL  HARRISON;HARRISON;USA;32.644518;-94.406052;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;WEST CARROLL;USA;32.645504;-91.522592;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TRUNKLINE GAS INTERCONNECT;WEST CARROLL;USA;32.645504;-91.522592;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;WEST CARROLL;USA;32.645504;-91.522592;TRUNKLINE GAS CO;TETC;2022/01/08 17:00:16+00
WEST CARROLL (FROM TET);WEST CARROLL;USA;32.647456;-91.48768;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WEST CARROLL;USA;32.647456;-91.48768;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
UNIONVILLE;LINCOLN;USA;32.64893;-92.536581;MISSISSIPPI RIVER TRANS CORP;TEXAS GAS TRANSMISSION CO;2022/01/08 17:00:16+00
NOT AVAILABLE;LINCOLN;USA;32.648932;-92.536526;MISSISSIPPI RIVER TRANS CORP;TEXAS GAS TRANSMISSION CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;32.659233;-93.829002;CENTERPOINT ENERGY GAS TRANS CO;WNGP;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;32.663428;-93.827286;MISSISSIPPI RIVER TRANS CORP;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;32.66348;-93.82743;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
DIXIE;CADDO;USA;32.663538;-93.827463;MISSISSIPPI RIVER TRANS CORP;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;32.663632;-93.827286;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.674445;-92.093263;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.674445;-92.093344;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.676282;-92.098235;CENTERPOINT ENERGY GAS TRANS CO;TXGS;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.676394;-92.043051;CENTERPOINT ENERGY GAS TRANS CO;TENN;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.676449;-92.043052;CENTERPOINT ENERGY GAS TRANS CO;TENN;2022/01/08 17:00:16+00
EAST CARROLL PH.;EAST CARROLL;USA;32.676697;-91.282885;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
KOCH GATEWAY - PERRYVILLE;OUACHITA;USA;32.676753;-92.005941;SOUTHERN NATURAL GAS CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
INTER - RELIANT- PERRYVILLE TO SNG;OUACHITA;USA;32.676753;-92.005941;SOUTHERN NATURAL GAS CO;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
STERLINGTON;OUACHITA;USA;32.677084;-92.078631;MISSISSIPPI RIVER TRANS CORP;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.677105;-92.07857;MISSISSIPPI RIVER TRANS CORP;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.677812;-92.09484;CENTERPOINT ENERGY GAS TRANS CO;TXGS;2022/01/08 17:00:16+00
250401351;OUACHITA;USA;32.68396;-92.033222;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
250401350;OUACHITA;USA;32.684141;-92.033438;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
LONEWA  (TO TEXAS GAS);OUACHITA;USA;32.686747;-92.070812;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
PERRYVILLE (TO MRT);OUACHITA;USA;32.687596;-92.026414;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
PERRYVILLE;OUACHITA;USA;32.687596;-92.026414;MISSISSIPPI RIVER TRANS CORP;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
PERRYVILLE (TO SNG);OUACHITA;USA;32.691083;-92.065913;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.691922;-92.020387;CENTERPOINT ENERGY GAS TRANS CO;TXGS;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.691922;-92.020387;CENTERPOINT ENERGY GAS TRANS CO;TXGS;2022/01/08 17:00:16+00
PERRYVILLE;OUACHITA;USA;32.691923;-92.021013;MISSISSIPPI RIVER TRANS CORP;TEXAS GAS TRANSMISSION CO;2022/01/08 17:00:16+00
NOT AVAILABLE;EAST CARROLL;USA;32.69474;-91.170741;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
TENNESSEE GAS INTERCONNECT;EAST CARROLL;USA;32.69474;-91.170741;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.706907;-92.004624;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.706907;-92.004624;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
NOT AVAILABLE;OUACHITA;USA;32.706907;-92.004624;MISSISSIPPI RIVER TRANS CORP;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;EAST CARROLL;USA;32.707159;-91.102887;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;EAST CARROLL;USA;32.707159;-91.102887;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TEXAS GAS INTERCONNECT;CLAIBORNE;USA;32.72733;-92.93329;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;CLAIBORNE;USA;32.786378;-92.910498;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NGPL EDDY COUNTY;EDDY;USA;32.856104;-104.024959;TRANSWESTERN PIPELINE CO;NGPL;2022/01/08 17:00:16+00
NGPL EDDY COUNTY;EDDY;USA;32.856104;-104.024959;TRANSWESTERN PIPELINE CO;NGPL;2022/01/08 17:00:16+00
NOT AVAILABLE;EDDY;USA;32.856104;-104.024959;TRANSWESTERN PIPELINE CO;NGPL;2022/01/08 17:00:16+00
TRNSWEST/NGPL INDIAN BASIN EDDY;EDDY;USA;32.86285;-104.037604;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
30- PLAINS;GAINES;USA;32.896671;-102.78884;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
EPNG/NGPL LUSK LEA;LEA;USA;32.913067;-103.6308;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;ATTALA;USA;32.987271;-89.515525;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ATTALA;USA;32.987271;-89.515525;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;ATTALA;USA;32.987271;-89.515525;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
KOSCIUSKO (TO TET);ATTALA;USA;32.987271;-89.515525;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ATTALA;USA;32.987271;-89.515525;GULF SOUTH PIPELINE CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;ATTALA;USA;32.987271;-89.515525;SOUTHERN NATURAL GAS CO;GULF SOUTH PIPELINE CO;2022/01/08 17:00:16+00
TEXAS EASTERN - LOSCIUSKO TO TETCO;ATTALA;USA;32.987271;-89.515525;SOUTHERN NATURAL GAS CO;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
EPNG;YOAKUM;USA;33.008128;-102.724864;NORTHERN NATURAL GAS CO;NORTHERN NATURAL GAS CO;2022/01/08 17:00:16+00
EPNG TO NNG @ PLAINS;YOAKUM;USA;33.010406;-102.729357;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NORTHERN NATURAL TO EPNG;YOAKUM;USA;33.011198;-102.729093;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NGPL/MEP ATLANTA CASS;CASS;USA;33.100365;-94.259177;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
TGC @ RICELAND- NORAM;CHICOT;USA;33.200355;-91.248173;TRUNKLINE GAS CO;TENN;2022/01/08 17:00:16+00
MARIETTA/NGPL MARIETTA CASS;CASS;USA;33.227627;-94.455661;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
TENN - PUGH TO SNG;LOWNDES;USA;33.309551;-88.409924;SOUTHERN NATURAL GAS CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
400822225;LOWNDES;USA;33.309551;-88.409924;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TENN - PUGH TO TENN;LOWNDES;USA;33.309551;-88.409924;SOUTHERN NATURAL GAS CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
400822250;LOWNDES;USA;33.309551;-88.409924;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WASHINGTON;USA;33.487021;-90.898082;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TRANSCO- JONESBORO TO TRANSCO;CLAYTON;USA;33.522707;-84.417727;SOUTHERN NATURAL GAS CO;TRANSCONTINENTAL GAS P L CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SUNFLOWER;USA;33.661539;-90.657507;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SUNFLOWER;USA;33.661539;-90.657507;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SUNFLOWER;USA;33.661539;-90.657507;TRUNKLINE GAS CO;TENN;2022/01/08 17:00:16+00
NOT AVAILABLE;SUNFLOWER;USA;33.661539;-90.657507;TRUNKLINE GAS CO;TENN;2022/01/08 17:00:16+00
NOT AVAILABLE;LINCOLN;USA;33.963296;-91.957714;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
GLENDALE;LINCOLN;USA;33.963297;-91.957772;MISSISSIPPI RIVER TRANS CORP;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;JEFFERSON;USA;34.224891;-91.935264;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
NOT AVAILABLE;JEFFERSON;USA;34.224891;-91.935264;MISSISSIPPI RIVER TRANS CORP;CENTERPOINT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;HOT SPRING;USA;34.246607;-92.781719;CENTERPOINT ENERGY GAS TRANS CO;TETC;2022/01/08 17:00:16+00
NOT AVAILABLE;HOT SPRING;USA;34.2688;-92.82692;CENTERPOINT ENERGY GAS TRANS CO;NGPL;2022/01/08 17:00:16+00
GETHSEMANE;JEFFERSON;USA;34.402048;-91.958784;MISSISSIPPI RIVER TRANS CORP;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;PHILLIPS;USA;34.492568;-90.60162;CENTERPOINT ENERGY GAS TRANS CO;TXGS;2022/01/08 17:00:16+00
NOT AVAILABLE;TATE;USA;34.689834;-89.896323;TRUNKLINE GAS CO;ANRP;2022/01/08 17:00:16+00
NOT AVAILABLE;COMANCHE;USA;34.710528;-98.116096;SOUTHERN STAR CENTRAL GAS PL CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
NAGD TETCO;COLBERT;USA;34.718049;-87.889655;ALABAMA-TENNESSEE NAT GAS CO;TETC;2022/01/08 17:00:16+00
TRIGAS TETCO;COLBERT;USA;34.718049;-87.889655;ALABAMA-TENNESSEE NAT GAS CO;TETC;2022/01/08 17:00:16+00
MOJAVE;SAN BERNARDINO;USA;34.722951;-114.496876;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SAN BERNARDINO;USA;34.722951;-114.496876;MOJAVE PIPELINE CO;TRANSWESTERN PIPELINE CO;2022/01/08 17:00:16+00
NOT AVAILABLE;SAN BERNARDINO;USA;34.722951;-114.496876;MOJAVE PIPELINE CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
BARTON TCP;COLBERT;USA;34.726687;-87.976956;ALABAMA-TENNESSEE NAT GAS CO;TENN;2022/01/08 17:00:16+00
400824200;COLBERT;USA;34.726687;-87.976956;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
400824275;COLBERT;USA;34.726687;-87.976956;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
TOPOCK;MOHAVE;USA;34.72679;-114.485749;TRANSWESTERN PIPELINE CO;MOJA;2022/01/08 17:00:16+00
P.G. & E. - DAGGETT;SAN BERNARDINO;USA;34.889145;-116.859911;KERN RIVER GAS TRANS CO;P.G. & E.;2022/01/08 17:00:16+00
CORINTH CGT;ALCORN;USA;34.956088;-88.41184;ALABAMA-TENNESSEE NAT GAS CO;CGUL;2022/01/08 17:00:16+00
ALCORN CO;ALCORN;USA;34.956088;-88.41184;COLUMBIA GULF TRANS CO;COLUMBIA GULF TRANS CO;2022/01/08 17:00:16+00
CORINTH TGP;ALCORN;USA;34.961664;-88.418944;ALABAMA-TENNESSEE NAT GAS CO;TENN;2022/01/08 17:00:16+00
300821650;ALCORN;USA;34.961664;-88.418944;TENNESSEE GAS PIPELINE CO;TENNESSEE GAS PIPELINE CO;2022/01/08 17:00:16+00
EAST TENNESSEE CLEVELAND;CATOOSA;USA;34.971968;-85.180736;SOUTHERN NATURAL GAS CO;EAST TENNESSEE NAT GAS CO;2022/01/08 17:00:16+00
EAST TENN- CLEVELAND TO ETNG #2;CATOOSA;USA;34.971968;-85.180736;SOUTHERN NATURAL GAS CO;EAST TENNESSEE NAT GAS CO;2022/01/08 17:00:16+00
FREEMONT PEAK DELIVERY;SAN BERNARDINO;USA;34.990398;-117.525715;KERN RIVER GAS TRANS CO;PACIFIC GAS & ELECTRIC COMPANY;2022/01/08 17:00:16+00
KRAMER JUNCTION;SAN BERNARDINO;USA;34.992393;-117.540709;KERN RIVER GAS TRANS CO;SOCAL;2022/01/08 17:00:16+00
LAGUNA;CIBOLA;USA;35.047351;-107.485583;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
WHEELER RIDGE;KERN;USA;35.059757;-119.105838;KERN RIVER GAS TRANS CO;SOCAL;2022/01/08 17:00:16+00
VILONIA;FAULKNER;USA;35.095186;-92.189542;MISSISSIPPI RIVER TRANS CORP;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;FAULKNER;USA;35.095187;-92.189554;CENTERPOINT ENERGY GAS TRANS CO;MISS;2022/01/08 17:00:16+00
FORT MOHAVE;CLARK;USA;35.09629;-114.658259;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
EPNG/NGPL CLIFFSIDE POTTER;RANDALL;USA;35.133675;-102.072982;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
TEX GAS/NGPL BALD KNOB WHITE;WHITE;USA;35.206786;-91.772554;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;WHITE;USA;35.240577;-91.688778;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;GRADY;USA;35.258448;-98.04992;SOUTHERN STAR CENTRAL GAS PL CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;WHITE;USA;35.301086;-91.610079;CENTERPOINT ENERGY GAS TRANS CO;TETC;2022/01/08 17:00:16+00
NOT AVAILABLE;WHITE;USA;35.301086;-91.610079;CENTERPOINT ENERGY GAS TRANS CO;TETC;2022/01/08 17:00:16+00
NOT AVAILABLE;GRADY;USA;35.303392;-98.07296;SOUTHERN STAR CENTRAL GAS PL CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
EPNG/NGPL #2 WASHITA;WASHITA;USA;35.308499;-99.301626;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;35.308937;-98.307825;CENTERPOINT ENERGY GAS TRANS CO;ANRP;2022/01/08 17:00:16+00
NOT AVAILABLE;CADDO;USA;35.308937;-98.307825;CENTERPOINT ENERGY GAS TRANS CO;ANRP;2022/01/08 17:00:16+00
WHEELER;WHEELER;USA;35.325855;-100.171747;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
WHEELER;WHEELER;USA;35.325855;-100.171747;EL PASO NAT GAS CO;EL PASO NAT GAS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;WHITE;USA;35.347087;-91.505624;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;WHITE;USA;35.347087;-91.505624;MISSISSIPPI RIVER TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;WHITE;USA;35.347087;-91.505624;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
SEARCY;WHITE;USA;35.347267;-91.505521;MISSISSIPPI RIVER TRANS CORP;RELIANT ENERGY GAS TRANS CO;2022/01/08 17:00:16+00
NOT AVAILABLE;GILES;USA;35.408237;-87.163031;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;GILES;USA;35.408237;-87.163031;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
NOT AVAILABLE;GILES;USA;35.408237;-87.163031;TEXAS EASTERN TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
HEMPHILL COUNTY;WHEELER;USA;35.414432;-100.178208;KM INTERSTATE GAS CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
NOT AVAILABLE;WHEELER;USA;35.414432;-100.178208;KM INTERSTATE GAS CO;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
ANR/NGPL MILLS RANCH WHEELER;WHEELER;USA;35.430151;-100.093005;NAT GAS P L CO OF AMERICA;NAT GAS P L CO OF AMERICA;2022/01/08 17:00:16+00
BALD KNOB;WHITE;USA;35.433736;-91.443626;MISSISSIPPI RIVER TRANS CORP;TEXAS EASTERN TRANS CORP;2022/01/08 17:00:16+00
ANADARKO;CARSON;USA;35.473158;-101.12731;TRANSWESTERN PIPELINE CO;NNAT;2022/01/08 17:00:16+00
